,ime_znamke,ime_modela,ime_razlicice,tip_modela,menjalnik,vrsta_motorja,stevilo_vrat,stevilo_prestav,konjske_moci,kilovati,prostornina_motorja,povezava,naslov_oglasa,leto_izdelave,stevilo_kilometrov,cena,platforma,id_razlicice,id_modela
0,Hyundai,Trajet,Trajet,KOMBI,ROČNI,DIEZEL,,5.0,113.0,83.0,1.991,https://www.avto.net/Ads/details.asp?id=17742624&display=Hyundai%20Trajet,Hyundai Trajet 2.0CRDI GLS TOP-KU,2005,351000,1200.0,avtonet,12132.0,1233.0
1,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,136.0,100.0,1.995,https://www.avto.net/Ads/details.asp?id=17775166&display=Hyundai%20Tucson,Hyundai Tucson 2.0 CRDI XPOSSIBLE 4WD Z ENOLETNIM JAMSTVOM,2016,89264,19490.0,avtonet,11592.0,1178.0
2,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,116.0,85.0,1.685,https://www.avto.net/Ads/details.asp?id=17775077&display=Hyundai%20Tucson,Hyundai Tucson 1.7 CRDI 2WD+SLOVENSKI+1.LASTNIK+ALU+ODLIČEN,2017,211000,15490.0,avtonet,11589.0,1178.0
3,Hyundai,Tucson,Tucson,SUV,ROČNI,BENCIN,,6.0,132.0,97.0,1.591,https://www.avto.net/Ads/details.asp?id=17774750&display=Hyundai%20Tucson,Hyundai Tucson 1.6 GDI Trend 2WD-1.LASTNIK-SLO-ODLIČEN-,2016,117000,15990.0,avtonet,11586.0,1178.0
4,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,136.0,100.0,1.995,https://www.avto.net/Ads/details.asp?id=17773612&display=Hyundai%20Tucson,Hyundai Tucson 2.0 CRDI Style 4WD-1. LASTNIK-SLOVENSKI-ODLIČEN,2017,285335,14990.0,avtonet,11592.0,1178.0
5,Hyundai,Tucson,Tucson,SUV,ROČNI,BENCIN,,6.0,132.0,97.0,1.591,https://www.avto.net/Ads/details.asp?id=17771748&display=Hyundai%20Tucson,Hyundai Tucson 1.6 GDI SLO-Navi.-24.000km-trajnik do 96 obrokov  ,2020,24000,22500.0,avtonet,11577.0,1178.0
6,Hyundai,Tucson,Tucson,SUV,ROČNI,BENCIN,,6.0,132.0,97.0,1.591,https://www.avto.net/Ads/details.asp?id=17770214&display=Hyundai%20Tucson,Hyundai Tucson 1.6 GDI  2WD 97kW 1Last Slo,2019,25000,19888.0,avtonet,11577.0,1178.0
7,Hyundai,Tucson,Tucson,SUV,ROČNI,BENCIN,,6.0,132.0,97.0,1.591,https://www.avto.net/Ads/details.asp?id=17768735&display=Hyundai%20Tucson,Hyundai Tucson 1.6 GDI AC.ALU.TEMPOMAT.EL.PAKET...,2016,140800,14490.0,avtonet,11586.0,1178.0
8,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,113.0,83.0,1.991,https://www.avto.net/Ads/details.asp?id=17764373&display=Hyundai%20Tucson,Hyundai Tucson 2.0 CRDi TOD GLS.USNJE.4X4 POGON.ODLICEN.,2005,280698,3590.0,avtonet,11609.0,1178.0
9,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,136.0,100.0,1.995,https://www.avto.net/Ads/details.asp?id=17750735&display=Hyundai%20Tucson,Hyundai Tucson 2.0 CRDI Premium-KAMERA-LED-NAVI-PDC-ALU-JAMSTVO-,2016,107409,16990.0,avtonet,11592.0,1178.0
10,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,136.0,100.0,1.991,https://www.avto.net/Ads/details.asp?id=17747968&display=Hyundai%20Tucson,Hyundai Tucson 2.0CRDI VGT TOD 100KW GLS COMFORT,2008,177553,4000.0,avtonet,11609.0,1178.0
11,Hyundai,Tucson,Tucson,SUV,AVTOMATSKI,DIEZEL,,6.0,141.0,104.0,1.685,https://www.avto.net/Ads/details.asp?id=17743741&display=Hyundai%20Tucson,Hyundai Tucson 1.7 CRDI Premium 2WD Avt.,2017,95000,20990.0,avtonet,11590.0,1178.0
12,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,116.0,85.0,1.685,https://www.avto.net/Ads/details.asp?id=17740489&display=Hyundai%20Tucson,Hyundai Tucson 1.7 CRDI Premium 2WD,2017,86000,19490.0,avtonet,11589.0,1178.0
13,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,113.0,83.0,1.991,https://www.avto.net/Ads/details.asp?id=17735835&display=Hyundai%20Tucson,Hyundai Tucson 2.0 CRDi TOD GLS TOP-K+,2006,230000,5100.0,avtonet,11609.0,1178.0
14,Hyundai,Tucson,Tucson,SUV,ROČNI,BENCIN,,6.0,150.0,110.0,1.598,https://www.avto.net/Ads/details.asp?id=17735511&display=Hyundai%20Tucson,Hyundai Tucson 1.6 T-GDI 150 PREMIUM 2WD. WINTER 16.000KM,2021,16000,26200.0,avtonet,11577.0,1178.0
15,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,116.0,85.0,1.685,https://www.avto.net/Ads/details.asp?id=17735344&display=Hyundai%20Tucson,Hyundai Tucson 1.7 CRDI Impression 2WD,2016,90000,19300.0,avtonet,11589.0,1178.0
16,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,113.0,83.0,2.0,https://www.avto.net/Ads/details.asp?id=17731821&display=Hyundai%20Tucson,Hyundai Tucson ,2006,228000,4300.0,avtonet,11609.0,1178.0
17,Hyundai,Tucson,Tucson,SUV,AVTOMATSKI,DIEZEL,,6.0,185.0,136.0,1.995,https://www.avto.net/Ads/details.asp?id=17731531&display=Hyundai%20Tucson,Hyundai Tucson 2.0 CRDI  4WD VSA OPREMA BREZ POLOGA,2016,165500,20000.0,avtonet,11590.0,1178.0
18,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,116.0,85.0,1.685,https://www.avto.net/Ads/details.asp?id=17728829&display=Hyundai%20Tucson,Hyundai Tucson 1.7 CRDI Creative 2WD - ALU - NAVI - PDC - USNJE,2016,174513,14999.0,avtonet,11589.0,1178.0
19,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,140.0,103.0,1.991,https://www.avto.net/Ads/details.asp?id=17728813&display=Hyundai%20Tucson,Hyundai Tucson 2.0 CRDi VGT TOD GLS TOP-K 103 kw,2007,161000,6000.0,avtonet,11609.0,1178.0
20,Hyundai,Tucson,Tucson,SUV,ROČNI,BENCIN,,6.0,177.0,130.0,1.591,https://www.avto.net/Ads/details.asp?id=17728299&display=Hyundai%20Tucson,Hyundai Tucson 1.6 T-GDI Style 4WD,2016,92000,21490.0,avtonet,11586.0,1178.0
21,Hyundai,Tucson,Tucson,SUV,AVTOMATSKI,DIEZEL,,6.0,141.0,104.0,1.685,https://www.avto.net/Ads/details.asp?id=17726537&display=Hyundai%20Tucson,Hyundai Tucson 1.7 CRDI Impression 2WD,2017,135000,19500.0,avtonet,11590.0,1178.0
22,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,116.0,85.0,1.598,https://www.avto.net/Ads/details.asp?id=17721783&display=Hyundai%20Tucson,Hyundai Tucson 1.6 CRDI Trend 2WD 85kW,2020,54000,23490.0,avtonet,11570.0,1178.0
23,Hyundai,Tucson,Tucson,SUV,AVTOMATSKI,DIEZEL,,7.0,136.0,100.0,1.598,https://www.avto.net/Ads/details.asp?id=17711334&display=Hyundai%20Tucson,Hyundai Tucson 1.6 CRDI DCT STYLE LED NAVI 18 WINTER,2020,36783,29990.0,avtonet,11573.0,1178.0
24,Hyundai,Tucson,Tucson,SUV,AVTOMATSKI,DIEZEL,,7.0,136.0,100.0,1.598,https://www.avto.net/Ads/details.asp?id=17710493&display=Hyundai%20Tucson,Hyundai Tucson 1.6 CRDI Style 2WD 100kW,2019,62000,23000.0,avtonet,11573.0,1178.0
25,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,185.0,136.0,1.995,https://www.avto.net/Ads/details.asp?id=17709880&display=Hyundai%20Tucson,Hyundai Tucson 2.0 CRDI Impression 4WD,2016,48500,20500.0,avtonet,11592.0,1178.0
26,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,136.0,100.0,1.995,https://www.avto.net/Ads/details.asp?id=17708815&display=Hyundai%20Tucson,Hyundai Tucson 2.0 CRDI Trend 2WD,2016,93000,19500.0,avtonet,11592.0,1178.0
27,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,116.0,85.0,1.598,https://www.avto.net/Ads/details.asp?id=17706928&display=Hyundai%20Tucson,Hyundai Tucson 1.6 CRDI 115 STYLE 2WD-1.LASTNIK-SLO-,2022,12000,26200.0,avtonet,11570.0,1178.0
28,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,116.0,85.0,1.685,https://www.avto.net/Ads/details.asp?id=17704642&display=Hyundai%20Tucson,Hyundai Tucson 1.7 CRDI Premium,2016,96000,18490.0,avtonet,11589.0,1178.0
29,Hyundai,Tucson,,,ROČNI,PLIN,,,140.0,103.0,2.0,https://www.avto.net/Ads/details.asp?id=17703820&display=Hyundai%20Tucson,Hyundai Tucson ,2005,226000,4000.0,avtonet,,
30,Hyundai,Tucson,Tucson,SUV,ROČNI,BENCIN,,5.0,141.0,104.0,1.975,https://www.avto.net/Ads/details.asp?id=17703728&display=Hyundai%20Tucson,Hyundai Tucson 2.0 CVVT 4WD GLS LIFE,2007,132500,4600.0,avtonet,11614.0,1178.0
31,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,136.0,100.0,1.598,https://www.avto.net/Ads/details.asp?id=17701110&display=Hyundai%20Tucson,Hyundai Tucson 1.6 CRDI CREATIVE 2WD,2020,58485,24900.0,avtonet,11570.0,1178.0
32,Hyundai,Tucson,Tucson,SUV,ROČNI,DIEZEL,,6.0,113.0,83.0,1.991,https://www.avto.net/Ads/details.asp?id=17689570&display=Hyundai%20Tucson,Hyundai Tucson 2.0 CRDi TOD GLS TOP-K,2004,197000,3300.0,avtonet,11609.0,1178.0
33,Hyundai,Tucson,Tucson,SUV,ROČNI,BENCIN,,5.0,141.0,104.0,1.975,https://www.avto.net/Ads/details.asp?id=17687350&display=Hyundai%20Tucson,Hyundai Tucson 2.0 CVVT TOD Style 4WD,2008,195000,5800.0,avtonet,11614.0,1178.0
34,Hyundai,Tucson,Tucson (US),SUV,AVTOMATSKI,HIBRID,,6.0,265.0,195.0,1.598,https://www.avto.net/Ads/details.asp?id=17686703&display=Hyundai%20Tucson,Hyundai Tucson 1.6 T-GDI PHEV IMPRESSION 4WD Auto,2022,17800,41990.0,avtonet,11561.0,1178.0
35,Hyundai,Tucson,Tucson,SUV,AVTOMATSKI,DIEZEL,,6.0,143.0,105.0,1.685,https://www.avto.net/Ads/details.asp?id=17685881&display=Hyundai%20Tucson,Hyundai Tucson 1.7 CRDI Premium Avt. FULL LED ,2016,145627,19480.0,avtonet,11590.0,1178.0
