,ime_znamke,ime_modela,ime_razlicice,tip_modela,menjalnik,vrsta_motorja,stevilo_vrat,stevilo_prestav,konjske_moci,kilovati,prostornina_motorja,povezava,naslov_oglasa,leto_izdelave,stevilo_kilometrov,cena,platforma,id_razlicice,id_modela
0,Smart,city coupe,,,AVTOMATSKI,BENCIN,,,,,,https://www.avto.net/Ads/details.asp?id=17738235&display=Smart%20city%20coupe,Smart city coupe ,2004,212230,1200.0,avtonet,,
1,Smart,city coupe,,,AVTOMATSKI,BENCIN,,,54.0,40.0,0.599,https://www.avto.net/Ads/details.asp?id=17716405&display=Smart%20city%20coupe,Smart city coupe pulse 40kW,2001,149000,2990.0,avtonet,,
2,Smart,city coupe,,,AVTOMATSKI,BENCIN,,,61.0,45.0,0.6,https://www.avto.net/Ads/details.asp?id=17697118&display=Smart%20city%20coupe,Smart city coupe ,2002,200000,2200.0,avtonet,,
3,Smart,forfour,forfour,HATCHBACK,AVTOMATSKI,BENCIN,,6.0,90.0,66.0,0.898,https://www.avto.net/Ads/details.asp?id=17774049&display=Smart%20forfour,Smart forfour AUT•BRABUS•SLO•28.000KM•1.LASTNIK•CABRIO•KAM•ACC,2019,28008,19850.0,avtonet,24566.0,2385.0
4,Smart,forfour,,,ROČNI,ELEKTRIČNI,,,71.0,52.0,0.999,https://www.avto.net/Ads/details.asp?id=17769017&display=Smart%20forfour,Smart forfour Sport-paket Assist ALU-16 Tempomat Electric drive,2018,45000,9990.0,avtonet,,
5,Smart,forfour,ForFour,HATCHBACK,ROČNI,BENCIN,,5.0,75.0,55.0,1.124,https://www.avto.net/Ads/details.asp?id=17758989&display=Smart%20forfour,Smart forfour 1.1 pure-SERVISNA KNJIGA-150.000KM-ODLIČEN,2005,150030,2590.0,avtonet,24570.0,2385.0
6,Smart,forfour,forfour,HATCHBACK,ROČNI,BENCIN,,5.0,71.0,52.0,0.999,https://www.avto.net/Ads/details.asp?id=17757593&display=Smart%20forfour,Smart forfour 52 kW 71 KM ,2015,58500,6900.0,avtonet,24567.0,2385.0
7,Smart,forfour,ForFour,HATCHBACK,ROČNI,BENCIN,,5.0,75.0,55.0,1.1,https://www.avto.net/Ads/details.asp?id=17751386&display=Smart%20forfour,Smart forfour 1.1,2006,315000,2000.0,avtonet,24570.0,2385.0
8,Smart,forfour,forfour,HATCHBACK,ROČNI,BENCIN,,5.0,90.0,66.0,0.898,https://www.avto.net/Ads/details.asp?id=17747113&display=Smart%20forfour,Smart forfour Passion-Tempomat-Avt.klima-Panorama-Pdc-Usb,2016,60679,9790.0,avtonet,24565.0,2385.0
9,Smart,forfour,forfour,HATCHBACK,ROČNI,BENCIN,,5.0,71.0,52.0,0.999,https://www.avto.net/Ads/details.asp?id=17740155&display=Smart%20forfour,Smart forfour 52 kW 71 KM ,2018,39247,8900.0,avtonet,24567.0,2385.0
10,Smart,forfour,,,ROČNI,ELEKTRIČNI,,,61.0,45.0,0.999,https://www.avto.net/Ads/details.asp?id=17726427&display=Smart%20forfour,Smart forfour 60 kW 82 KM  electric drive,2017,40200,8500.0,avtonet,,
11,Smart,forfour,,,ROČNI,ELEKTRIČNI,,,71.0,52.0,0.999,https://www.avto.net/Ads/details.asp?id=17712514&display=Smart%20forfour,Smart forfour 60 kW 82 KM  electric drive,2018,33940,8300.0,avtonet,,
12,Smart,forfour,ForFour,HATCHBACK,ROČNI,BENCIN,,5.0,75.0,55.0,1.124,https://www.avto.net/Ads/details.asp?id=17627828&display=Smart%20forfour,Smart forfour 1.1 passion,2004,192000,2700.0,avtonet,24570.0,2385.0
13,Smart,forfour,forfour,HATCHBACK,ROČNI,BENCIN,,5.0,61.0,45.0,0.999,https://www.avto.net/Ads/details.asp?id=17599789&display=Smart%20forfour,Smart forfour 45 kW 60 KM ,2016,92973,6500.0,avtonet,24567.0,2385.0
14,Smart,forfour,forfour,HATCHBACK,ROČNI,BENCIN,,5.0,71.0,52.0,0.999,https://www.avto.net/Ads/details.asp?id=17548140&display=Smart%20forfour,Smart forfour 52 kW 71 KM ,2016,58839,9100.0,avtonet,24567.0,2385.0
15,Smart,forfour,,,ROČNI,ELEKTRIČNI,,,71.0,52.0,0.999,https://www.avto.net/Ads/details.asp?id=17375116&display=Smart%20forfour,Smart forfour EQ Prime 60 kW electric drive ,2018,36603,8480.0,avtonet,,
16,Smart,forfour,forfour,HATCHBACK,ROČNI,BENCIN,,5.0,71.0,52.0,0.999,https://www.avto.net/Ads/details.asp?id=17141098&display=Smart%20forfour,Smart forfour 52 kW 71 KM  passion 50.000KM,2016,50000,8350.0,avtonet,24567.0,2385.0
17,Smart,fortwo,fortwo ,HATCHBACK,AVTOMATSKI,BENCIN,,6.0,61.0,45.0,0.999,https://www.avto.net/Ads/details.asp?id=17772223&display=Smart%20fortwo,Smart fortwo coupe 1.0 45kW pure,2008,128000,3700.0,avtonet,24581.0,2386.0
18,Smart,fortwo,fortwo ,HATCHBACK,AVTOMATSKI,BENCIN,,6.0,84.0,62.0,0.999,https://www.avto.net/Ads/details.asp?id=17754820&display=Smart%20fortwo,Smart fortwo ¤ Coupe ¤ Turbo ¤ Alu ¤ ,2011,92388,5888.0,avtonet,24581.0,2386.0
19,Smart,fortwo,ForTwo,HATCHBACK,ROČNI,DIEZEL,,5.0,54.0,40.0,0.799,https://www.avto.net/Ads/details.asp?id=17753712&display=Smart%20fortwo,Smart fortwo coupe 0.8 CDI pure,2013,190000,5200.0,avtonet,24586.0,2386.0
20,Smart,fortwo,fortwo ,HATCHBACK,AVTOMATSKI,BENCIN,,6.0,71.0,52.0,0.999,https://www.avto.net/Ads/details.asp?id=17753700&display=Smart%20fortwo,Smart fortwo MHD coupe 1.0 52kW pure,2010,142000,4490.0,avtonet,24581.0,2386.0
21,Smart,fortwo,ForTwo,HATCHBACK,AVTOMATSKI,DIEZEL,,5.0,69.0,51.0,0.799,https://www.avto.net/Ads/details.asp?id=17753406&display=Smart%20fortwo,Smart fortwo 52 kW 71 KM ,2016,207700,1200.0,avtonet,24582.0,2386.0
22,Smart,fortwo,fortwo ,HATCHBACK,AVTOMATSKI,BENCIN,,6.0,61.0,45.0,0.999,https://www.avto.net/Ads/details.asp?id=17744822&display=Smart%20fortwo,Smart fortwo Coupe Aut-Klima-Startstop-El.stekla-Dcz-Cd,2010,129393,3990.0,avtonet,24581.0,2386.0
23,Smart,fortwo,City Coupe,HATCHBACK,AVTOMATSKI,BENCIN,,6.0,61.0,45.0,0.698,https://www.avto.net/Ads/details.asp?id=17742241&display=Smart%20fortwo,Smart fortwo coupe pure 45kW,2004,165000,1100.0,avtonet,24593.0,2386.0
24,Smart,fortwo,fortwo ,HATCHBACK,AVTOMATSKI,BENCIN,,6.0,71.0,52.0,0.999,https://www.avto.net/Ads/details.asp?id=17741709&display=Smart%20fortwo,Smart fortwo Passion,2019,32000,14000.0,avtonet,24581.0,2386.0
25,Smart,fortwo,ForTwo,HATCHBACK,AVTOMATSKI,DIEZEL,,5.0,41.0,30.0,0.799,https://www.avto.net/Ads/details.asp?id=17724668&display=Smart%20fortwo,Smart fortwo coupe pulse CDI 30 kW,2005,136000,2499.0,avtonet,24582.0,2386.0
26,Smart,fortwo,,,AVTOMATSKI,ELEKTRIČNI,,,41.0,30.0,0.799,https://www.avto.net/Ads/details.asp?id=17718993&display=Smart%20fortwo,Smart fortwo ELETRIC DRIVE-PASSION-KLIMA-NAVI-GRETJE SEDEŽEV,2018,25300,3590.0,avtonet,,
27,Smart,fortwo,fortwo ,HATCHBACK,AVTOMATSKI,BENCIN,,6.0,71.0,52.0,0.999,https://www.avto.net/Ads/details.asp?id=17706332&display=Smart%20fortwo,Smart fortwo MHD coupe 1.0 52kW ,2011,123000,5200.0,avtonet,24581.0,2386.0
28,Smart,fortwo,fortwo ,HATCHBACK,AVTOMATSKI,BENCIN,,6.0,71.0,52.0,0.999,https://www.avto.net/Ads/details.asp?id=17705522&display=Smart%20fortwo,Smart fortwo MHD coupe 1.0 52kW ,2010,170000,3990.0,avtonet,24581.0,2386.0
29,Smart,fortwo,fortwo ,HATCHBACK,AVTOMATSKI,BENCIN,,6.0,71.0,52.0,0.999,https://www.avto.net/Ads/details.asp?id=17691034&display=Smart%20fortwo,Smart fortwo coupe 1.0 52kW pure,2007,136000,3850.0,avtonet,24581.0,2386.0
30,Smart,fortwo,fortwo ,HATCHBACK,AVTOMATSKI,BENCIN,,6.0,61.0,45.0,0.999,https://www.avto.net/Ads/details.asp?id=17688464&display=Smart%20fortwo,Smart fortwo 1.0 MHD,2011,86000,5100.0,avtonet,24581.0,2386.0
31,Smart,fortwo,City Coupe,HATCHBACK,AVTOMATSKI,BENCIN,,6.0,61.0,45.0,0.698,https://www.avto.net/Ads/details.asp?id=17686248&display=Smart%20fortwo,Smart fortwo coupe pulse 45kW,2005,124000,2100.0,avtonet,24593.0,2386.0
32,Smart,fortwo,,,AVTOMATSKI,ELEKTRIČNI,,,61.0,45.0,0.698,https://www.avto.net/Ads/details.asp?id=17649671&display=Smart%20fortwo,Smart fortwo PRIME ELECTRIC DRIVE NAVI USNJE PANORAMA,2019,21250,2300.0,avtonet,,
33,Smart,fortwo,fortwo ,HATCHBACK,AVTOMATSKI,BENCIN,,6.0,61.0,45.0,0.999,https://www.avto.net/Ads/details.asp?id=17617913&display=Smart%20fortwo,Smart fortwo coupe 1.0 45kW pure,2009,95000,4190.0,avtonet,24581.0,2386.0
34,Smart,fortwo,fortwo ,HATCHBACK,ROČNI,BENCIN,,5.0,71.0,52.0,0.999,https://www.avto.net/Ads/details.asp?id=17551669&display=Smart%20fortwo,Smart fortwo Proxy 1.0i 16.000 km.. kot nov.tempomat.servo.....,2016,16000,8999.0,avtonet,24579.0,2386.0
35,Smart,fortwo,fortwo ,HATCHBACK,AVTOMATSKI,BENCIN,,6.0,90.0,66.0,0.898,https://www.avto.net/Ads/details.asp?id=17472075&display=Smart%20fortwo,Smart fortwo ¤ 90 KM TURBO ¤ AUTOMATIC ¤ JVC ¤,2015,89188,10588.0,avtonet,24578.0,2386.0
36,Smart,fortwo,City Coupe,HATCHBACK,AVTOMATSKI,BENCIN,,6.0,45.0,,,https://www.avto.net/Ads/details.asp?id=17440246&display=Smart%20fortwo,Smart fortwo ,2000,130000,1950.0,avtonet,24593.0,2386.0
37,Smart,fortwo,City Coupe,HATCHBACK,AVTOMATSKI,BENCIN,,6.0,54.0,40.0,0.599,https://www.avto.net/Ads/details.asp?id=17202042&display=Smart%20fortwo,Smart fortwo Hitri kredit brez pologa-30eur mesečno,1999,96900,1600.0,avtonet,24593.0,2386.0
38,Smart,fortwo,,,AVTOMATSKI,ELEKTRIČNI,,,54.0,40.0,0.799,https://www.avto.net/Ads/details.asp?id=16947049&display=Smart%20fortwo,Smart fortwo Smart fortwo Electric drive,2013,75091,4390.0,avtonet,,
39,Smart,fortwo,EQ fortwo ,HATCHBACK,,ELEKTRIČNI,,,82.0,,,https://www.avto.net/Ads/details.asp?id=15853411&display=Smart%20fortwo,Smart fortwo electric drive,2017,63800,10999.0,avtonet,24576.0,2386.0
40,Smart,fortwo,EQ fortwo ,HATCHBACK,,ELEKTRIČNI,,,82.0,,,https://www.avto.net/Ads/details.asp?id=13970812&display=Smart%20fortwo,Smart fortwo ELECTRIC DRIVE,2013,23200,4800.0,avtonet,24576.0,2386.0
